country,year,category,group,subgroup,consumption
Hungary,2017,Animal,Dairy & Eggs ,,295.0
Hungary,2017,Non-Animal,Fruit and Vegetables ,,168.0
Hungary,2017,Non-Animal,Oils & Fats ,,767.0
Hungary,2017,Non-Animal,Alcoholic Beverages ,,201.0
Hungary,2017,Non-Animal,Carbohydrates,Sugar ,356.0
Hungary,2018,Non-Animal,Oils & Fats ,,749.0
Hungary,2018,Animal,Meat ,,360.0
Hungary,2018,Animal,Dairy & Eggs ,,279.0
Hungary,2018,Non-Animal,Carbohydrates,Sugar ,340.0
Hungary,2018,Non-Animal,Alcoholic Beverages ,,200.0
Hungary,2018,Non-Animal,Fruit and Vegetables ,,184.0
Hungary,2018,Non-Animal,Carbohydrates,Cereals and Grains ,869.0
Hungary,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,58.0
Hungary,2019,Non-Animal,Carbohydrates,Sugar ,340.0
Hungary,2019,Non-Animal,Oils & Fats ,,768.0
Hungary,2019,Animal,Meat ,,337.0
Hungary,2019,Non-Animal,Alcoholic Beverages ,,187.0
Hungary,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,52.5
Hungary,2019,Animal,Dairy & Eggs ,,280.0
Hungary,2019,Non-Animal,Fruit and Vegetables ,,138.0
Hungary,2019,Non-Animal,Carbohydrates,Cereals and Grains ,865.0
Hungary,2020,Non-Animal,Alcoholic Beverages ,,196.0
Hungary,2020,Non-Animal,Carbohydrates,Sugar ,348.0
Hungary,2020,Non-Animal,Oils & Fats ,,753.0
Hungary,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,69.5
Hungary,2020,Non-Animal,Carbohydrates,Cereals and Grains ,817.0
Hungary,2020,Animal,Meat ,,357.0
Hungary,2020,Animal,Dairy & Eggs ,,274.0
Hungary,2020,Non-Animal,Fruit and Vegetables ,,137.0
Hungary,2021,Non-Animal,Carbohydrates,Cereals and Grains ,813.0
Hungary,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,63.0
Hungary,2021,Non-Animal,Fruit and Vegetables ,,153.0
Hungary,2021,Non-Animal,Oils & Fats ,,733.0
Hungary,2021,Animal,Meat ,,346.0
Hungary,2021,Animal,Dairy & Eggs ,,273.0
Hungary,2021,Non-Animal,Alcoholic Beverages ,,192.0
Hungary,2021,Non-Animal,Carbohydrates,Sugar ,339.0
Hungary,2022,Non-Animal,Alcoholic Beverages ,,183.0
Hungary,2022,Non-Animal,Fruit and Vegetables ,,131.0
Hungary,2022,Non-Animal,Carbohydrates,Cereals and Grains ,846.0
Hungary,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,56.5
Hungary,2022,Animal,Dairy & Eggs ,,265.0
Hungary,2022,Non-Animal,Carbohydrates,Sugar ,343.0
Hungary,2022,Non-Animal,Oils & Fats ,,804.0
Hungary,2022,Animal,Meat ,,314.0
Iceland,2014,Non-Animal,Carbohydrates,Cereals and Grains ,650.0
Iceland,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,56.0
Iceland,2014,Non-Animal,Fruit and Vegetables ,,168.0
Iceland,2014,Non-Animal,Oils & Fats ,,420.0
Iceland,2014,Animal,Meat ,,690.0
Iceland,2014,Animal,Dairy & Eggs ,,566.0
Iceland,2014,Non-Animal,Alcoholic Beverages ,,140.0
Iceland,2014,Non-Animal,Carbohydrates,Sugar ,437.0
Iceland,2015,Non-Animal,Alcoholic Beverages ,,141.0
Iceland,2015,Non-Animal,Fruit and Vegetables ,,189.0
Iceland,2015,Non-Animal,Carbohydrates,Cereals and Grains ,655.0
Iceland,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,58.5
Iceland,2015,Animal,Dairy & Eggs ,,588.0
Iceland,2015,Non-Animal,Carbohydrates,Sugar ,428.0
Iceland,2015,Non-Animal,Oils & Fats ,,433.0
Iceland,2015,Animal,Meat ,,711.0
Iceland,2016,Animal,Dairy & Eggs ,,590.0
Iceland,2016,Non-Animal,Fruit and Vegetables ,,205.0
Iceland,2016,Non-Animal,Carbohydrates,Cereals and Grains ,684.0
Iceland,2016,Animal,Meat ,,745.0
Iceland,2016,Non-Animal,Alcoholic Beverages ,,142.0
Iceland,2016,Non-Animal,Carbohydrates,Sugar ,425.0
Iceland,2016,Non-Animal,Oils & Fats ,,419.0
Iceland,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,52.5
Iceland,2017,Non-Animal,Carbohydrates,Cereals and Grains ,699.0
Iceland,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,48.5
Iceland,2017,Animal,Meat ,,734.0
Iceland,2017,Animal,Dairy & Eggs ,,587.0
Iceland,2017,Non-Animal,Fruit and Vegetables ,,196.0
Iceland,2017,Non-Animal,Oils & Fats ,,416.0
Iceland,2017,Non-Animal,Alcoholic Beverages ,,141.0
Iceland,2017,Non-Animal,Carbohydrates,Sugar ,425.0
Iceland,2018,Non-Animal,Oils & Fats ,,428.0
Iceland,2018,Animal,Meat ,,695.0
Iceland,2018,Animal,Dairy & Eggs ,,604.0
Iceland,2018,Non-Animal,Carbohydrates,Sugar ,442.0
Iceland,2018,Non-Animal,Alcoholic Beverages ,,141.0
Iceland,2018,Non-Animal,Fruit and Vegetables ,,184.0
Iceland,2018,Non-Animal,Carbohydrates,Cereals and Grains ,669.0
Iceland,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,53.5
Iceland,2019,Non-Animal,Carbohydrates,Sugar ,442.0
Iceland,2019,Non-Animal,Oils & Fats ,,445.0
Iceland,2019,Animal,Meat ,,668.0
Iceland,2019,Non-Animal,Alcoholic Beverages ,,123.0
Iceland,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,55.5
Iceland,2019,Animal,Dairy & Eggs ,,591.0
Iceland,2019,Non-Animal,Fruit and Vegetables ,,179.0
Iceland,2019,Non-Animal,Carbohydrates,Cereals and Grains ,667.0
Iceland,2020,Non-Animal,Alcoholic Beverages ,,133.0
Iceland,2020,Non-Animal,Carbohydrates,Sugar ,432.0
Iceland,2020,Non-Animal,Oils & Fats ,,432.0
Iceland,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,53.5
Iceland,2020,Non-Animal,Carbohydrates,Cereals and Grains ,657.0
Iceland,2020,Animal,Meat ,,697.0
Iceland,2020,Animal,Dairy & Eggs ,,590.0
Iceland,2020,Non-Animal,Fruit and Vegetables ,,184.0
Iceland,2021,Non-Animal,Carbohydrates,Cereals and Grains ,694.0
Iceland,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,38.5
Iceland,2021,Non-Animal,Fruit and Vegetables ,,198.0
Iceland,2021,Non-Animal,Oils & Fats ,,441.0
Iceland,2021,Animal,Meat ,,693.0
Iceland,2021,Animal,Dairy & Eggs ,,601.0
Iceland,2021,Non-Animal,Alcoholic Beverages ,,129.0
Iceland,2021,Non-Animal,Carbohydrates,Sugar ,437.0
Iceland,2022,Non-Animal,Alcoholic Beverages ,,131.0
Iceland,2022,Non-Animal,Fruit and Vegetables ,,196.0
Iceland,2022,Non-Animal,Carbohydrates,Cereals and Grains ,698.0
Iceland,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,30.5
Iceland,2022,Animal,Dairy & Eggs ,,573.0
Iceland,2022,Non-Animal,Carbohydrates,Sugar ,434.0
Iceland,2022,Non-Animal,Oils & Fats ,,457.0
Iceland,2022,Animal,Meat ,,710.0
Ireland,2014,Non-Animal,Carbohydrates,Cereals and Grains ,896.0
Ireland,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,97.0
Ireland,2014,Non-Animal,Fruit and Vegetables ,,152.0
Ireland,2014,Non-Animal,Oils & Fats ,,591.0
Ireland,2014,Animal,Meat ,,470.0
Ireland,2014,Animal,Dairy & Eggs ,,461.0
Ireland,2014,Non-Animal,Alcoholic Beverages ,,301.0
Ireland,2014,Non-Animal,Carbohydrates,Sugar ,354.0
Ireland,2015,Non-Animal,Alcoholic Beverages ,,291.0
Ireland,2015,Non-Animal,Fruit and Vegetables ,,166.0
Ireland,2015,Non-Animal,Carbohydrates,Cereals and Grains ,981.0
Ireland,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,102.0
Ireland,2015,Animal,Dairy & Eggs ,,406.0
Ireland,2015,Non-Animal,Carbohydrates,Sugar ,365.0
Ireland,2015,Non-Animal,Oils & Fats ,,544.0
Ireland,2015,Animal,Meat ,,486.0
Ireland,2016,Animal,Dairy & Eggs ,,443.0
Ireland,2016,Non-Animal,Fruit and Vegetables ,,186.0
Ireland,2016,Non-Animal,Carbohydrates,Cereals and Grains ,938.0
Ireland,2016,Animal,Meat ,,440.0
Ireland,2016,Non-Animal,Alcoholic Beverages ,,322.0
Ireland,2016,Non-Animal,Carbohydrates,Sugar ,373.0
Ireland,2016,Non-Animal,Oils & Fats ,,578.0
Ireland,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,93.0
Ireland,2017,Non-Animal,Carbohydrates,Cereals and Grains ,973.0
Ireland,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,88.5
Ireland,2017,Animal,Meat ,,434.0
Ireland,2017,Animal,Dairy & Eggs ,,445.0
Ireland,2017,Non-Animal,Fruit and Vegetables ,,200.0
Ireland,2017,Non-Animal,Oils & Fats ,,603.0
Ireland,2017,Non-Animal,Alcoholic Beverages ,,302.0
Ireland,2017,Non-Animal,Carbohydrates,Sugar ,377.0
Ireland,2018,Non-Animal,Oils & Fats ,,585.0
Ireland,2018,Animal,Meat ,,434.0
Ireland,2018,Animal,Dairy & Eggs ,,415.0
Ireland,2018,Non-Animal,Carbohydrates,Sugar ,361.0
Ireland,2018,Non-Animal,Alcoholic Beverages ,,281.0
Ireland,2018,Non-Animal,Fruit and Vegetables ,,189.0
Ireland,2018,Non-Animal,Carbohydrates,Cereals and Grains ,1041.0
Ireland,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,99.0
Ireland,2019,Non-Animal,Carbohydrates,Sugar ,358.0
Ireland,2019,Non-Animal,Oils & Fats ,,605.0
Ireland,2019,Animal,Meat ,,410.0
Ireland,2019,Non-Animal,Alcoholic Beverages ,,286.0
Ireland,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,101.0
Ireland,2019,Animal,Dairy & Eggs ,,402.0
Ireland,2019,Non-Animal,Fruit and Vegetables ,,190.0
Ireland,2019,Non-Animal,Carbohydrates,Cereals and Grains ,1068.0
Ireland,2020,Non-Animal,Alcoholic Beverages ,,292.0
Ireland,2020,Non-Animal,Carbohydrates,Sugar ,419.0
Ireland,2020,Non-Animal,Oils & Fats ,,605.0
Ireland,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,88.0
Ireland,2020,Non-Animal,Carbohydrates,Cereals and Grains ,1053.0
Ireland,2020,Animal,Meat ,,392.0
Ireland,2020,Animal,Dairy & Eggs ,,404.0
Ireland,2020,Non-Animal,Fruit and Vegetables ,,193.0
Ireland,2021,Non-Animal,Carbohydrates,Cereals and Grains ,1079.0
Ireland,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,85.5
Ireland,2021,Non-Animal,Fruit and Vegetables ,,201.0
Ireland,2021,Non-Animal,Oils & Fats ,,602.0
Ireland,2021,Animal,Meat ,,426.0
Ireland,2021,Animal,Dairy & Eggs ,,354.0
Ireland,2021,Non-Animal,Alcoholic Beverages ,,289.0
Ireland,2021,Non-Animal,Carbohydrates,Sugar ,417.0
Ireland,2022,Non-Animal,Alcoholic Beverages ,,305.0
Ireland,2022,Non-Animal,Fruit and Vegetables ,,211.0
Ireland,2022,Non-Animal,Carbohydrates,Cereals and Grains ,1073.0
Ireland,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,92.5
Ireland,2022,Animal,Dairy & Eggs ,,393.0
Ireland,2022,Non-Animal,Carbohydrates,Sugar ,395.0
Ireland,2022,Non-Animal,Oils & Fats ,,551.0
Ireland,2022,Animal,Meat ,,439.0
Italy,2014,Non-Animal,Carbohydrates,Cereals and Grains ,1125.0
Italy,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,60.0
Italy,2014,Non-Animal,Fruit and Vegetables ,,295.0
Italy,2014,Non-Animal,Oils & Fats ,,802.0
Italy,2014,Animal,Meat ,,429.0
Italy,2014,Animal,Dairy & Eggs ,,333.0
Italy,2014,Non-Animal,Alcoholic Beverages ,,130.0
Italy,2014,Non-Animal,Carbohydrates,Sugar ,304.0
Italy,2015,Non-Animal,Alcoholic Beverages ,,123.0
Italy,2015,Non-Animal,Fruit and Vegetables ,,296.0
Italy,2015,Non-Animal,Carbohydrates,Cereals and Grains ,1133.0
Italy,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,60.5
Italy,2015,Animal,Dairy & Eggs ,,328.0
Italy,2015,Non-Animal,Carbohydrates,Sugar ,284.0
Italy,2015,Non-Animal,Oils & Fats ,,878.0
Italy,2015,Animal,Meat ,,434.0
Italy,2016,Animal,Dairy & Eggs ,,316.0
Italy,2016,Non-Animal,Fruit and Vegetables ,,296.0
Italy,2016,Non-Animal,Carbohydrates,Cereals and Grains ,1134.0
Italy,2016,Animal,Meat ,,440.0
Italy,2016,Non-Animal,Alcoholic Beverages ,,124.0
Italy,2016,Non-Animal,Carbohydrates,Sugar ,282.0
Italy,2016,Non-Animal,Oils & Fats ,,877.0
Italy,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,59.5
Italy,2017,Non-Animal,Carbohydrates,Cereals and Grains ,1129.0
Italy,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,57.5
Italy,2017,Animal,Meat ,,430.0
Italy,2017,Animal,Dairy & Eggs ,,335.0
Italy,2017,Non-Animal,Fruit and Vegetables ,,290.0
Italy,2017,Non-Animal,Oils & Fats ,,873.0
Italy,2017,Non-Animal,Alcoholic Beverages ,,114.0
Italy,2017,Non-Animal,Carbohydrates,Sugar ,282.0
Italy,2018,Non-Animal,Oils & Fats ,,844.0
Italy,2018,Animal,Meat ,,436.0
Italy,2018,Animal,Dairy & Eggs ,,319.0
Italy,2018,Non-Animal,Carbohydrates,Sugar ,281.0
Italy,2018,Non-Animal,Alcoholic Beverages ,,106.0
Italy,2018,Non-Animal,Fruit and Vegetables ,,325.0
Italy,2018,Non-Animal,Carbohydrates,Cereals and Grains ,1140.0
Italy,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,60.0
Italy,2019,Non-Animal,Carbohydrates,Sugar ,286.0
Italy,2019,Non-Animal,Oils & Fats ,,868.0
Italy,2019,Animal,Meat ,,444.0
Italy,2019,Non-Animal,Alcoholic Beverages ,,103.0
Italy,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,61.0
Italy,2019,Animal,Dairy & Eggs ,,334.0
Italy,2019,Non-Animal,Fruit and Vegetables ,,281.0
Italy,2019,Non-Animal,Carbohydrates,Cereals and Grains ,1119.0
Italy,2020,Non-Animal,Alcoholic Beverages ,,104.0
Italy,2020,Non-Animal,Carbohydrates,Sugar ,294.0
Italy,2020,Non-Animal,Oils & Fats ,,888.0
Italy,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,56.0
Italy,2020,Non-Animal,Carbohydrates,Cereals and Grains ,1120.0
Italy,2020,Animal,Meat ,,429.0
Italy,2020,Animal,Dairy & Eggs ,,333.0
Italy,2020,Non-Animal,Fruit and Vegetables ,,267.0
Italy,2021,Non-Animal,Carbohydrates,Cereals and Grains ,1133.0
Italy,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,56.5
Italy,2021,Non-Animal,Fruit and Vegetables ,,248.0
Italy,2021,Non-Animal,Oils & Fats ,,890.0
Italy,2021,Animal,Meat ,,427.0
Italy,2021,Animal,Dairy & Eggs ,,331.0
Italy,2021,Non-Animal,Alcoholic Beverages ,,102.0
Italy,2021,Non-Animal,Carbohydrates,Sugar ,302.0
Italy,2022,Non-Animal,Alcoholic Beverages ,,101.0
Italy,2022,Non-Animal,Fruit and Vegetables ,,261.0
Italy,2022,Non-Animal,Carbohydrates,Cereals and Grains ,1147.0
Italy,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,59.0
Italy,2022,Animal,Dairy & Eggs ,,324.0
Italy,2022,Non-Animal,Carbohydrates,Sugar ,308.0
Italy,2022,Non-Animal,Oils & Fats ,,875.0
Italy,2022,Animal,Meat ,,415.0
Latvia,2014,Non-Animal,Carbohydrates,Cereals and Grains ,847.0
Latvia,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,111.5
Latvia,2014,Non-Animal,Fruit and Vegetables ,,141.0
Latvia,2014,Non-Animal,Oils & Fats ,,610.0
Latvia,2014,Animal,Meat ,,300.0
Latvia,2014,Animal,Dairy & Eggs ,,344.0
Latvia,2014,Non-Animal,Alcoholic Beverages ,,239.0
Latvia,2014,Non-Animal,Carbohydrates,Sugar ,351.0
Latvia,2015,Non-Animal,Alcoholic Beverages ,,247.0
Latvia,2015,Non-Animal,Fruit and Vegetables ,,141.0
Latvia,2015,Non-Animal,Carbohydrates,Cereals and Grains ,871.0
Latvia,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,105.5
Latvia,2015,Animal,Dairy & Eggs ,,356.0
Latvia,2015,Non-Animal,Carbohydrates,Sugar ,286.0
Latvia,2015,Non-Animal,Oils & Fats ,,694.0
Latvia,2015,Animal,Meat ,,298.0
Latvia,2016,Animal,Dairy & Eggs ,,357.0
Latvia,2016,Non-Animal,Fruit and Vegetables ,,146.0
Latvia,2016,Non-Animal,Carbohydrates,Cereals and Grains ,888.0
Latvia,2016,Animal,Meat ,,332.0
Latvia,2016,Non-Animal,Alcoholic Beverages ,,265.0
Latvia,2016,Non-Animal,Carbohydrates,Sugar ,255.0
Latvia,2016,Non-Animal,Oils & Fats ,,632.0
Latvia,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,90.0
Latvia,2017,Non-Animal,Carbohydrates,Cereals and Grains ,846.0
Latvia,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,96.5
Latvia,2017,Animal,Meat ,,354.0
Latvia,2017,Animal,Dairy & Eggs ,,386.0
Latvia,2017,Non-Animal,Fruit and Vegetables ,,136.0
Latvia,2017,Non-Animal,Oils & Fats ,,574.0
Latvia,2017,Non-Animal,Alcoholic Beverages ,,247.0
Latvia,2017,Non-Animal,Carbohydrates,Sugar ,311.0
Latvia,2018,Non-Animal,Oils & Fats ,,579.0
Latvia,2018,Animal,Meat ,,352.0
Latvia,2018,Animal,Dairy & Eggs ,,383.0
Latvia,2018,Non-Animal,Carbohydrates,Sugar ,293.0
Latvia,2018,Non-Animal,Alcoholic Beverages ,,249.0
Latvia,2018,Non-Animal,Fruit and Vegetables ,,128.0
Latvia,2018,Non-Animal,Carbohydrates,Cereals and Grains ,849.0
Latvia,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,123.0
Latvia,2019,Non-Animal,Carbohydrates,Sugar ,313.0
Latvia,2019,Non-Animal,Oils & Fats ,,582.0
Latvia,2019,Animal,Meat ,,350.0
Latvia,2019,Non-Animal,Alcoholic Beverages ,,212.0
Latvia,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,106.5
Latvia,2019,Animal,Dairy & Eggs ,,367.0
Latvia,2019,Non-Animal,Fruit and Vegetables ,,129.0
Latvia,2019,Non-Animal,Carbohydrates,Cereals and Grains ,872.0
Latvia,2020,Non-Animal,Alcoholic Beverages ,,180.0
Latvia,2020,Non-Animal,Carbohydrates,Sugar ,324.0
Latvia,2020,Non-Animal,Oils & Fats ,,575.0
Latvia,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,102.5
Latvia,2020,Non-Animal,Carbohydrates,Cereals and Grains ,924.0
Latvia,2020,Animal,Meat ,,354.0
Latvia,2020,Animal,Dairy & Eggs ,,353.0
Latvia,2020,Non-Animal,Fruit and Vegetables ,,134.0
Latvia,2021,Non-Animal,Carbohydrates,Cereals and Grains ,912.0
Latvia,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,111.5
Latvia,2021,Non-Animal,Fruit and Vegetables ,,132.0
Latvia,2021,Non-Animal,Oils & Fats ,,584.0
Latvia,2021,Animal,Meat ,,332.0
Latvia,2021,Animal,Dairy & Eggs ,,328.0
Latvia,2021,Non-Animal,Alcoholic Beverages ,,162.0
Latvia,2021,Non-Animal,Carbohydrates,Sugar ,349.0
Latvia,2022,Non-Animal,Alcoholic Beverages ,,184.0
Latvia,2022,Non-Animal,Fruit and Vegetables ,,140.0
Latvia,2022,Non-Animal,Carbohydrates,Cereals and Grains ,941.0
Latvia,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,107.0
Latvia,2022,Animal,Dairy & Eggs ,,314.0
Latvia,2022,Non-Animal,Carbohydrates,Sugar ,371.0
Latvia,2022,Non-Animal,Oils & Fats ,,595.0
Latvia,2022,Animal,Meat ,,321.0
Lithuania,2014,Non-Animal,Carbohydrates,Cereals and Grains ,1203.0
Lithuania,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,122.5
Lithuania,2014,Non-Animal,Fruit and Vegetables ,,167.0
Lithuania,2014,Non-Animal,Oils & Fats ,,369.0
Lithuania,2014,Animal,Meat ,,446.0
Lithuania,2014,Animal,Dairy & Eggs ,,405.0
Lithuania,2014,Non-Animal,Alcoholic Beverages ,,233.0
Lithuania,2014,Non-Animal,Carbohydrates,Sugar ,349.0
Lithuania,2015,Non-Animal,Alcoholic Beverages ,,262.0
Lithuania,2015,Non-Animal,Fruit and Vegetables ,,189.0
Lithuania,2015,Non-Animal,Carbohydrates,Cereals and Grains ,1146.0
Lithuania,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,108.0
Lithuania,2015,Animal,Dairy & Eggs ,,396.0
Lithuania,2015,Non-Animal,Carbohydrates,Sugar ,384.0
Lithuania,2015,Non-Animal,Oils & Fats ,,376.0
Lithuania,2015,Animal,Meat ,,462.0
Lithuania,2016,Animal,Dairy & Eggs ,,367.0
Lithuania,2016,Non-Animal,Fruit and Vegetables ,,186.0
Lithuania,2016,Non-Animal,Carbohydrates,Cereals and Grains ,1235.0
Lithuania,2016,Animal,Meat ,,503.0
Lithuania,2016,Non-Animal,Alcoholic Beverages ,,242.0
Lithuania,2016,Non-Animal,Carbohydrates,Sugar ,393.0
Lithuania,2016,Non-Animal,Oils & Fats ,,379.0
Lithuania,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,105.5
Lithuania,2017,Non-Animal,Carbohydrates,Cereals and Grains ,1155.0
Lithuania,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,104.0
Lithuania,2017,Animal,Meat ,,542.0
Lithuania,2017,Animal,Dairy & Eggs ,,369.0
Lithuania,2017,Non-Animal,Fruit and Vegetables ,,143.0
Lithuania,2017,Non-Animal,Oils & Fats ,,365.0
Lithuania,2017,Non-Animal,Alcoholic Beverages ,,274.0
Lithuania,2017,Non-Animal,Carbohydrates,Sugar ,421.0
Lithuania,2018,Non-Animal,Oils & Fats ,,371.0
Lithuania,2018,Animal,Meat ,,502.0
Lithuania,2018,Animal,Dairy & Eggs ,,360.0
Lithuania,2018,Non-Animal,Carbohydrates,Sugar ,406.0
Lithuania,2018,Non-Animal,Alcoholic Beverages ,,236.0
Lithuania,2018,Non-Animal,Fruit and Vegetables ,,142.0
Lithuania,2018,Non-Animal,Carbohydrates,Cereals and Grains ,1171.0
Lithuania,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,121.0
Lithuania,2019,Non-Animal,Carbohydrates,Sugar ,359.0
Lithuania,2019,Non-Animal,Oils & Fats ,,393.0
Lithuania,2019,Animal,Meat ,,483.0
Lithuania,2019,Non-Animal,Alcoholic Beverages ,,253.0
Lithuania,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,100.5
Lithuania,2019,Animal,Dairy & Eggs ,,354.0
Lithuania,2019,Non-Animal,Fruit and Vegetables ,,113.0
Lithuania,2019,Non-Animal,Carbohydrates,Cereals and Grains ,1139.0
Lithuania,2020,Non-Animal,Alcoholic Beverages ,,281.0
Lithuania,2020,Non-Animal,Carbohydrates,Sugar ,387.0
Lithuania,2020,Non-Animal,Oils & Fats ,,431.0
Lithuania,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,102.5
Lithuania,2020,Non-Animal,Carbohydrates,Cereals and Grains ,1148.0
Lithuania,2020,Animal,Meat ,,478.0
Lithuania,2020,Animal,Dairy & Eggs ,,319.0
Lithuania,2020,Non-Animal,Fruit and Vegetables ,,123.0
Lithuania,2021,Non-Animal,Carbohydrates,Cereals and Grains ,1136.0
Lithuania,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,110.5
Lithuania,2021,Non-Animal,Fruit and Vegetables ,,139.0
Lithuania,2021,Non-Animal,Oils & Fats ,,392.0
Lithuania,2021,Animal,Meat ,,479.0
Lithuania,2021,Animal,Dairy & Eggs ,,314.0
Lithuania,2021,Non-Animal,Alcoholic Beverages ,,279.0
Lithuania,2021,Non-Animal,Carbohydrates,Sugar ,395.0
Lithuania,2022,Non-Animal,Alcoholic Beverages ,,287.0
Lithuania,2022,Non-Animal,Fruit and Vegetables ,,128.0
Lithuania,2022,Non-Animal,Carbohydrates,Cereals and Grains ,1166.0
Lithuania,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,102.5
Lithuania,2022,Animal,Dairy & Eggs ,,340.0
Lithuania,2022,Non-Animal,Carbohydrates,Sugar ,407.0
Lithuania,2022,Non-Animal,Oils & Fats ,,363.0
Lithuania,2022,Animal,Meat ,,485.0
Luxembourg,2014,Non-Animal,Carbohydrates,Cereals and Grains ,772.0
Luxembourg,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,45.0
Luxembourg,2014,Non-Animal,Fruit and Vegetables ,,215.0
Luxembourg,2014,Non-Animal,Oils & Fats ,,413.0
Luxembourg,2014,Animal,Meat ,,657.0
Luxembourg,2014,Animal,Dairy & Eggs ,,533.0
Luxembourg,2014,Non-Animal,Alcoholic Beverages ,,364.0
Luxembourg,2014,Non-Animal,Carbohydrates,Sugar ,296.0
Luxembourg,2015,Non-Animal,Alcoholic Beverages ,,370.0
Luxembourg,2015,Non-Animal,Fruit and Vegetables ,,222.0
Luxembourg,2015,Non-Animal,Carbohydrates,Cereals and Grains ,825.0
Luxembourg,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,46.5
Luxembourg,2015,Animal,Dairy & Eggs ,,505.0
Luxembourg,2015,Non-Animal,Carbohydrates,Sugar ,298.0
Luxembourg,2015,Non-Animal,Oils & Fats ,,388.0
Luxembourg,2015,Animal,Meat ,,645.0
Luxembourg,2016,Animal,Dairy & Eggs ,,448.0
Luxembourg,2016,Non-Animal,Fruit and Vegetables ,,216.0
Luxembourg,2016,Non-Animal,Carbohydrates,Cereals and Grains ,864.0
Luxembourg,2016,Animal,Meat ,,632.0
Luxembourg,2016,Non-Animal,Alcoholic Beverages ,,377.0
Luxembourg,2016,Non-Animal,Carbohydrates,Sugar ,295.0
Luxembourg,2016,Non-Animal,Oils & Fats ,,410.0
Luxembourg,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,47.5
Luxembourg,2017,Non-Animal,Carbohydrates,Cereals and Grains ,895.0
Luxembourg,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,41.5
Luxembourg,2017,Animal,Meat ,,648.0
Luxembourg,2017,Animal,Dairy & Eggs ,,413.0
Luxembourg,2017,Non-Animal,Fruit and Vegetables ,,230.0
Luxembourg,2017,Non-Animal,Oils & Fats ,,433.0
Luxembourg,2017,Non-Animal,Alcoholic Beverages ,,360.0
Luxembourg,2017,Non-Animal,Carbohydrates,Sugar ,296.0
Luxembourg,2018,Non-Animal,Oils & Fats ,,435.0
Luxembourg,2018,Animal,Meat ,,609.0
